,Proporciones por Grupos,<12,>64,Indigena
0,Aconchi,12.213740458015266,6.870229007633588,0.7633587786259541
1,Agua Prieta,1.3638843426077467,2.8368794326241136,0.8183306055646482
2,Álamos,16.721744877726373,15.267680105750165,35.62458691341705
3,Altar,6.592386258124419,2.2284122562674096,1.5784586815227482
4,Arivechi,10.796915167095115,13.110539845758353,7.969151670951156
5,Arizpe,3.761755485893417,8.672936259143157,3.239289446185998
6,Atil,0.0,1.0471204188481675,0.0
7,Bacadéhuachi,0.0,0.2890173410404624,0.0
8,Bacanora,6.772908366533864,9.56175298804781,1.1952191235059761
9,Bacerac,7.837837837837839,7.297297297297297,4.594594594594595
10,Bacoachi,2.7944111776447107,6.187624750499002,0.7984031936127743
11,Bácum,2.937062937062937,1.1888111888111887,4.965034965034965
12,Banámichi,0.5671077504725899,0.1890359168241966,0.0
13,Baviácora,6.485963213939981,8.325266214908035,0.29041626331074544
14,Bavispe,6.718346253229974,3.6175710594315245,6.2015503875969
15,Benjamín Hill,0.4026845637583893,1.0738255033557047,0.1342281879194631
16,Caborca,5.76285240464345,2.197346600331675,3.150912106135987
17,Cajeme,0.31803725579282144,0.333181887021051,0.31803725579282144
18,Cananea,4.949973670352818,2.738283307003686,1.5271195365982098
19,Carbó,3.8976857490864796,1.46163215590743,0.9744214372716199
20,La Colorada,14.349775784753364,16.89088191330344,2.690582959641256
21,Cucurpe,4.45859872611465,11.78343949044586,0.3184713375796179
22,Cumpas,0.12135922330097086,0.6067961165048543,0.0
23,Divisaderos,0.0,0.0,0.0
24,Empalme,3.0100334448160537,1.1705685618729096,0.2229654403567447
25,Etchojoa,0.9438909281594127,0.36706869428421607,1.9402202412165706
26,Fronteras,3.9115646258503403,0.25510204081632654,0.3401360544217687
27,Granados,0.29411764705882354,0.0,0.0
28,Guaymas,3.720751822017645,1.457614115841964,5.293440736478711
29,Hermosillo,0.5593735016781205,0.3036599009109797,0.41553460124660374
30,Huachinera,1.0309278350515463,1.2886597938144329,0.25773195876288657
31,Huásabas,0.0,0.33557046979865773,0.0
32,Huatabampo,0.990952175786299,0.6462731581214994,2.2404136148211977
33,Huépac,0.0,0.0,0.0
34,Imuris,1.5165031222123104,1.5165031222123104,0.6244424620874219
35,Magdalena,0.847457627118644,0.36319612590799033,0.847457627118644
36,Mazatán,0.0,1.0101010101010102,0.5050505050505051
37,Moctezuma,0.12048192771084339,0.7228915662650602,0.12048192771084339
38,Naco,2.901554404145078,1.450777202072539,1.6580310880829014
39,Nácori Chico,1.0,1.4000000000000001,1.0
40,Nacozari de García,0.3048780487804878,0.45731707317073167,0.1524390243902439
41,Navojoa,0.3957261574990107,0.31658092599920856,0.6331618519984171
42,Nogales,4.032258064516129,1.4418377321603126,0.6842619745845552
43,Ónavas,0.0,2.7522935779816518,2.7522935779816518
44,Opodepe,1.8867924528301887,3.3962264150943398,2.515723270440252
45,Oquitoa,0.6451612903225806,0.6451612903225806,0.6451612903225806
46,Pitiquito,2.1883920076117986,1.6175071360608944,4.0913415794481445
47,Puerto Peñasco,0.28551034975017847,0.4996431120628123,0.07137758743754462
48,Quiriego,5.723542116630669,6.155507559395248,11.01511879049676
49,Rayón,0.929368029739777,3.5315985130111525,0.7434944237918215
50,Rosario,9.310761789600967,9.4316807738815,6.287787182587666
51,Sahuaripa,7.82800441014333,5.622932745314222,1.2127894156560088
52,San Felipe de Jesús,0.0,1.6129032258064515,0.0
53,San Javier,27.450980392156865,9.15032679738562,5.88235294117647
54,San Luis Río Colorado,0.5754212905877518,0.6987258528565558,0.04110152075626798
55,San Miguel de Horcasitas,1.3009540329575022,0.6071118820468344,1.5611448395490026
56,San Pedro de la Cueva,2.197802197802198,4.212454212454213,3.1135531135531136
57,Santa Ana,0.6923076923076923,0.8461538461538461,0.0
58,Santa Cruz,17.481203007518797,7.894736842105263,2.631578947368421
59,Sáric,7.717041800643088,6.591639871382636,2.572347266881029
60,Soyopa,4.4543429844097995,5.79064587973274,2.0044543429844097
61,Suaqui Grande,2.586206896551724,2.8735632183908044,0.28735632183908044
62,Tepache,0.7614213197969544,1.5228426395939088,0.0
63,Trincheras,2.9598308668076108,1.4799154334038054,0.0
64,Tubutama,15.592515592515593,17.255717255717258,1.6632016632016633
65,Ures,3.445149592021759,7.071622846781506,1.1786038077969174
66,Villa Hidalgo,3.0364372469635628,2.631578947368421,0.6072874493927125
67,Villa Pesqueira,1.084010840108401,3.523035230352303,0.5420054200542005
68,Yécora,6.720741599073002,6.1413673232908454,7.068366164542295
69,General Plutarco Elías Calles,6.354810238305383,2.0300088261253313,0.617828773168579
70,Benito Juárez,0.8507853403141361,0.2617801047120419,1.243455497382199
71,San Ignacio Río Muerto,7.158671586715867,4.501845018450185,5.535055350553505
