,Proporciones por Grupos,<12,>64,Indigena
0,Aconchi,0.0,0.2544529262086514,0.0
1,Agua Prieta,0.05455537370430987,0.0,0.0
2,Álamos,0.0,0.0,0.06609385327164573
3,Altar,0.0,0.0,0.0
4,Arivechi,3.0848329048843186,2.056555269922879,0.2570694087403599
5,Arizpe,0.10449320794148381,0.20898641588296762,0.20898641588296762
6,Atil,0.0,0.0,0.0
7,Bacadéhuachi,0.0,0.0,0.0
8,Bacanora,0.0,0.796812749003984,0.0
9,Bacerac,0.0,0.0,0.0
10,Bacoachi,0.19960079840319359,0.0,0.0
11,Bácum,0.0,0.06993006993006994,0.06993006993006994
12,Banámichi,0.1890359168241966,0.0,0.0
13,Baviácora,0.0,0.0,0.0
14,Bavispe,0.0,0.0,0.0
15,Benjamín Hill,0.0,0.0,0.0
16,Caborca,0.0,0.04145936981757877,0.04145936981757877
17,Cajeme,0.030289262456459187,0.0,0.015144631228229594
18,Cananea,2.0537124802527646,1.1058451816745656,0.47393364928909953
19,Carbó,0.24360535931790497,0.0,0.0
20,La Colorada,0.14947683109118087,0.4484304932735426,0.29895366218236175
21,Cucurpe,0.0,0.0,0.0
22,Cumpas,0.0,0.0,0.0
23,Divisaderos,0.0,0.0,0.0
24,Empalme,0.0,0.0,0.0
25,Etchojoa,0.2097535395909806,0.05243838489774515,0.3146303093864709
26,Fronteras,0.0,0.0,0.0
27,Granados,0.0,0.0,0.0
28,Guaymas,0.0,0.0,0.0
29,Hermosillo,0.0,0.0,0.0
30,Huachinera,0.0,0.25773195876288657,0.0
31,Huásabas,0.0,0.0,0.0
32,Huatabampo,0.0,0.0,0.0
33,Huépac,0.0,0.0,0.0
34,Imuris,0.08920606601248886,0.0,0.08920606601248886
35,Magdalena,0.0,0.0,0.0
36,Mazatán,0.0,0.0,0.0
37,Moctezuma,0.0,0.0,0.0
38,Naco,0.10362694300518134,0.0,0.0
39,Nácori Chico,0.8,0.4,0.0
40,Nacozari de García,0.0,0.07621951219512195,0.07621951219512195
41,Navojoa,0.0,0.0,0.0
42,Nogales,0.024443901246638963,0.0,0.024443901246638963
43,Ónavas,0.0,0.9174311926605505,1.834862385321101
44,Opodepe,0.0,0.0,0.0
45,Oquitoa,0.0,0.0,0.0
46,Pitiquito,0.19029495718363465,0.09514747859181732,0.0
47,Puerto Peñasco,0.0,0.0,0.0
48,Quiriego,0.9719222462203023,1.187904967602592,3.3477321814254863
49,Rayón,0.0,0.18587360594795538,0.0
50,Rosario,0.8464328899637243,0.9673518742442563,0.0
51,Sahuaripa,0.0,0.0,0.0
52,San Felipe de Jesús,0.0,0.0,0.0
53,San Javier,0.0,0.6535947712418301,0.0
54,San Luis Río Colorado,0.08223684210526315,0.0,0.0
55,San Miguel de Horcasitas,0.17346053772766695,0.08673026886383348,0.08673026886383348
56,San Pedro de la Cueva,1.465201465201465,1.465201465201465,0.3663003663003663
57,Santa Ana,0.0,0.0,0.0
58,Santa Cruz,0.0,0.0,0.0
59,Sáric,0.3215434083601286,0.3215434083601286,0.0
60,Soyopa,0.8908685968819599,2.0044543429844097,0.22271714922048996
61,Suaqui Grande,0.28735632183908044,0.0,0.0
62,Tepache,0.5076142131979695,0.5076142131979695,0.0
63,Trincheras,0.42283298097251587,0.21141649048625794,0.0
64,Tubutama,0.0,0.0,0.0
65,Ures,0.0,0.0,0.0
66,Villa Hidalgo,0.0,0.0,0.0
67,Villa Pesqueira,0.0,0.27100271002710025,0.0
68,Yécora,0.0,0.11587485515643105,0.0
69,General Plutarco Elías Calles,0.0,0.0,0.0
70,Benito Juárez,0.3926701570680628,0.06544502617801047,0.3926701570680628
71,San Ignacio Río Muerto,0.5166051660516605,0.5166051660516605,0.22140221402214022
