,Proporciones por Grupos,<12,>64,Indigena
0,Aconchi,0.0,0.0,0.0
1,Agua Prieta,0.0,0.0,0.0
2,Álamos,0.0,0.0,0.0
3,Altar,0.0,0.0,0.0
4,Arivechi,0.0,0.2570694087403599,0.0
5,Arizpe,0.0,0.0,0.0
6,Atil,0.0,0.0,0.0
7,Bacadéhuachi,0.0,0.0,0.0
8,Bacanora,0.0,0.796812749003984,0.398406374501992
9,Bacerac,0.0,0.0,0.0
10,Bacoachi,0.0,0.0,0.0
11,Bácum,0.0,0.0,0.06993006993006994
12,Banámichi,0.0,0.0,0.0
13,Baviácora,0.0,0.0,0.0
14,Bavispe,0.0,0.0,0.0
15,Benjamín Hill,0.0,0.0,0.0
16,Caborca,0.0,0.0,0.0
17,Cajeme,0.0,0.0,0.0
18,Cananea,0.0,0.0526592943654555,0.0
19,Carbó,0.12180267965895249,0.0,0.0
20,La Colorada,0.0,0.0,0.0
21,Cucurpe,0.0,0.0,0.0
22,Cumpas,0.24271844660194172,0.12135922330097086,0.0
23,Divisaderos,0.0,0.0,0.0
24,Empalme,0.0,0.0,0.0
25,Etchojoa,0.0,0.0,0.05243838489774515
26,Fronteras,0.0,0.0,0.0
27,Granados,0.0,0.0,0.0
28,Guaymas,0.0,0.0,0.0
29,Hermosillo,0.0,0.0,0.0
30,Huachinera,0.0,0.0,0.0
31,Huásabas,0.0,0.0,0.0
32,Huatabampo,0.0,0.043084877208099955,0.08616975441619991
33,Huépac,0.0,0.0,0.0
34,Imuris,0.0,0.0,0.0
35,Magdalena,0.0,0.0,0.0
36,Mazatán,0.0,0.0,0.0
37,Moctezuma,0.0,0.0,0.0
38,Naco,0.0,0.0,0.0
39,Nácori Chico,0.0,0.0,0.0
40,Nacozari de García,0.0,0.0,0.0
41,Navojoa,0.0,0.0,0.0
42,Nogales,0.0,0.0,0.0
43,Ónavas,0.0,0.9174311926605505,0.0
44,Opodepe,0.0,0.0,0.0
45,Oquitoa,0.0,0.0,0.0
46,Pitiquito,0.0,0.0,0.0
47,Puerto Peñasco,0.0,0.0,0.0
48,Quiriego,0.10799136069114472,0.0,0.10799136069114472
49,Rayón,0.0,0.0,0.0
50,Rosario,0.0,0.0,0.0
51,Sahuaripa,0.11037527593818984,0.11037527593818984,0.11037527593818984
52,San Felipe de Jesús,0.0,0.0,0.0
53,San Javier,0.0,0.0,0.0
54,San Luis Río Colorado,0.0,0.041118421052631575,0.0
55,San Miguel de Horcasitas,0.0,0.0,0.0
56,San Pedro de la Cueva,1.465201465201465,3.1135531135531136,0.0
57,Santa Ana,0.0,0.0,0.0
58,Santa Cruz,0.0,0.0,0.0
59,Sáric,0.0,0.1607717041800643,0.0
60,Soyopa,0.0,0.0,0.0
61,Suaqui Grande,0.0,0.0,0.0
62,Tepache,0.0,0.0,0.0
63,Trincheras,0.0,0.0,0.0
64,Tubutama,0.0,0.0,0.0
65,Ures,0.0,0.0,0.0
66,Villa Hidalgo,0.0,0.0,0.0
67,Villa Pesqueira,0.0,0.0,0.0
68,Yécora,0.0,0.0,0.0
69,General Plutarco Elías Calles,0.264783759929391,0.0,0.0
70,Benito Juárez,0.13089005235602094,0.06544502617801047,0.1963350785340314
71,San Ignacio Río Muerto,0.8118081180811807,0.22140221402214022,1.033210332103321
