,Proporciones por Grupos,<12,>64,Indigena
0,Aconchi,0.0,0.0,0.0
1,Agua Prieta,0.0,0.0,0.0
2,Álamos,0.0,0.0,0.0
3,Altar,0.0,0.0,0.0
4,Arivechi,0.0,0.0,0.0
5,Arizpe,0.0,0.0,0.0
6,Atil,0.0,0.0,0.0
7,Bacadéhuachi,0.0,0.0,0.0
8,Bacanora,0.0,0.0,0.0
9,Bacerac,0.0,0.0,0.0
10,Bacoachi,0.0,0.0,0.0
11,Bácum,0.0768344218209758,0.0384172109104879,0.11525163273146369
12,Banámichi,0.0,0.0,0.0
13,Baviácora,0.0,0.0,0.09930486593843098
14,Bavispe,0.0,0.0,0.0
15,Benjamín Hill,0.0,0.0,0.0
16,Caborca,0.0,0.0,0.0
17,Cajeme,0.1450613213767638,0.11868653567189767,0.05274957140973229
18,Cananea,0.0,0.0,0.0
19,Carbó,0.0,0.0,0.07639419404125286
20,La Colorada,0.0,0.0,0.0
21,Cucurpe,0.0,0.0,0.0
22,Cumpas,0.0,0.0,0.0
23,Divisaderos,0.0,0.0,0.0
24,Empalme,0.057520851308599366,0.028760425654299683,0.0
25,Etchojoa,0.05412719891745603,0.0,0.08119079837618402
26,Fronteras,0.0,0.0,0.0
27,Granados,0.0,0.0,0.0
28,Guaymas,0.03705762460626274,0.03705762460626274,0.07411524921252548
29,Hermosillo,0.018820577164366376,0.0,0.006273525721455457
30,Huachinera,0.0,0.0,0.0
31,Huásabas,0.0,0.0,0.0
32,Huatabampo,0.0,0.050238633509168545,0.10047726701833709
33,Huépac,0.0,0.0,0.0
34,Imuris,0.05630630630630631,0.0,0.05630630630630631
35,Magdalena,0.0,0.0,0.0
36,Mazatán,0.0,0.24752475247524752,0.0
37,Moctezuma,0.0,0.0,0.0
38,Naco,0.0881057268722467,0.0,0.0881057268722467
39,Nácori Chico,0.0,0.0,0.0
40,Nacozari de García,0.04962779156327543,0.0,0.09925558312655086
41,Navojoa,0.018311664530305805,0.03662332906061161,0.03662332906061161
42,Nogales,0.0,0.0,0.0
43,Ónavas,0.0,0.0,0.0
44,Opodepe,0.0,0.0,0.0
45,Oquitoa,0.0,0.0,0.0
46,Pitiquito,0.06188118811881188,0.06188118811881188,0.0
47,Puerto Peñasco,0.0,0.0,0.0
48,Quiriego,0.11668611435239205,0.3500583430571762,0.3500583430571762
49,Rayón,0.0,0.0,0.0
50,Rosario,0.36133694670280037,0.36133694670280037,0.36133694670280037
51,Sahuaripa,0.6756756756756757,0.5067567567567568,0.0
52,San Felipe de Jesús,0.0,0.0,0.0
53,San Javier,0.0,0.0,0.0
54,San Luis Río Colorado,0.017458100558659217,0.0,0.0
55,San Miguel de Horcasitas,0.0,0.0,0.0
56,San Pedro de la Cueva,1.2987012987012987,2.782931354359926,0.1855287569573284
57,Santa Ana,0.044228217602830605,0.0,0.044228217602830605
58,Santa Cruz,0.0,0.0,0.0
59,Sáric,0.0,0.0,0.0
60,Soyopa,0.0,0.0,0.0
61,Suaqui Grande,0.0,0.0,0.0
62,Tepache,0.0,0.0,0.0
63,Trincheras,0.0,0.2028397565922921,0.0
64,Tubutama,0.0,0.0,0.0
65,Ures,0.0,0.0,0.0
66,Villa Hidalgo,0.0,0.0,0.0
67,Villa Pesqueira,0.0,0.0,0.0
68,Yécora,0.0,0.08123476848090982,0.0
69,General Plutarco Elías Calles,0.0,0.0,0.0
70,Benito Juárez,0.4484304932735426,0.24459845087647777,0.5299633102323685
71,San Ignacio Río Muerto,0.14641288433382138,0.09760858955588092,0.29282576866764276
